OBJECTID *,Shape *,Join_Count,TARGET_FID,state,city,name,holc_id,HOLC Grade,neighborho,area_descr,Black Population %,White Population %,Indigenous American %,Asian Population %,Hispanic or Latino Population %,% Below Poverty Line,% Housing Units Owned,% Housing Units Rented,% Mobile Homes,% 1970-1979 or older,% 1980-1989 or newer,% With Complete Plumbing,% With Incomplete Plumbing,% Foreign Born,Shape_Length,Shape_Area,Indicator for Plumbing
345,Polygon,4,344,CA,Los Angeles, ,B70,B,7643,"{ ""3"" : ""30 6 and 7 rooms $6500-8000 Owner built"", ""9"" : ""2nd - 2-23-39 Whitley Heights B-70"", ""8"" : ""Terrain: Level to rolling and steep hillside, running from no construction hazards to expensive construction. Land improved 80% out of a possible 95%. D",0.48158,83.098419,0,6.807506,8.438788,8.064753,61.418952,38.581049,0,94.149641,5.85036,100.000001,0,92.863997,0.047886,0.000077,1
354,Polygon,7,353,CA,Los Angeles, ,B79,B,7537,"{ ""2j"" : ""Fair to good N/A"", ""2k"" : ""Static N/A"", ""2l"" : ""30-50 N/A"", ""1a"" : ""N/A N/A Moderately"", ""10"" : ""Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Individual properties should be checked for this hazard",83.591344,5.559302,0,4.693734,6.185207,4.717291,76.47762,23.522379,0,98.924127,1.075872,99.999999,0,65.375782,0.051151,0.000113,1
358,Polygon,4,357,CA,Los Angeles, ,B82,B,7879,"{ ""6"" : ""Ample"", ""2e"" : ""99% N/A"", ""1d"" : ""0"", ""2f"" : ""75% N/A"", ""2g"" : ""2500-3000 N/A"", ""2h"" : ""3000-3500 N/A N/A N/A"", ""1e"" : ""of low income groups."", ""1a"" : ""N/A N/A Moderately"", ""2i"" : ""1939 3000-3500 N/A N/A N/A"", ""2j"" : ""Good N/A"", ""2"" : ""90 10"", """,69.340502,9.653107,0.889981,4.056202,14.493119,21.417148,54.235538,45.764464,0,91.27618,8.723822,100.000002,0,93.584866,0.054168,0.000045,1
360,Polygon,1,359,CA,Los Angeles, ,B84,B,7712,"{ ""3"" : ""15 Owner built 6-8 rooms $8000-15000"", ""4a"" : ""0"", ""0"" : ""Los Angeles County"", ""10"" : """", ""1a"" : ""N/A Slowly N/A"", ""1b"" : ""Professional men, retired people, artists, authors and business executives. Income $5000 and up"", ""1c"" : ""- 0"", ""1d"" : ""0""",0.862824,23.690973,0,1.478145,4.142189,1.448915,22.186099,7.281214,0,26.899909,2.567404,29.467313,0,29.467313,0.068464,0.000142,1
363,Polygon,1,362,CA,Los Angeles, ,B87,B,7877,"{ ""2i"" : ""N/A N/A 4000-4250 N/A N/A"", ""9"" : ""B-87 3-17-39 Airport Park Hatched 2nd -"", ""8"" : ""Terrain: Level. No construction hazards. Land improved 5%. Deed restrictions govern improvements, provide uniform setbacks and protect against racial hazards. C",6.843607,13.841002,0.115342,18.45467,18.608458,1.896612,26.434023,24.893026,0,24.879507,26.447543,51.32705,0,48.673962,0.016033,0.000016,1
368,Polygon,2,367,CA,Los Angeles, ,B91,B,7710,"{ ""2n"" : ""N/A N/A N/A 1939 20-30"", ""2h"" : ""N/A N/A N/A \"" \"""", ""2i"" : ""1939 N/A N/A N/A 2500-3750"", ""2m"" : ""\"" \"" N/A N/A N/A"", ""1b"" : ""Motion picture studop employees, white collar workers"", ""5b"" : ""0"", ""2j"" : ""N/A Fair"", ""2k"" : ""N/A Static to down"", ""2",3.736056,71.260669,0,16.108889,25.320939,3.12415,45.228301,54.771699,0,69.00343,30.996571,100,0,91.509301,0.026736,0.000041,1
369,Polygon,2,368,CA,Los Angeles, ,B92,B,7584,"{ ""71"" : ""8-1939"", ""1b"" : ""Business and professional men, motion picture employees, skilled artisans, etc. Income $1500-3000"", ""1a"" : ""  Moderately"", ""2e"" : ""98% "", ""2f"" : ""95% "", ""10"" : ""Caution: This area is currently affected in whole or in part by an",0.326112,73.644967,0,17.301535,4.083365,0,44.653401,55.346597,0,97.825706,2.174291,99.999998,0,85.48744,0.017857,0.000019,1
370,Polygon,1,369,CA,Los Angeles, ,B93,B,7706,"{ ""10"" : ""Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Individual properties should be checked for this hazard."", ""0"" : ""Los Angeles County"", ""2b"" : ""Stucco N/A"", ""2p"" : ""- N/A"", ""2d"" : ""Good N/A"", ""72"" : ""5",11.048689,63.29588,0,16.011236,17.977528,11.009174,69.724771,30.275229,16.246499,92.997199,7.002801,100,0,89.964158,0.018607,0.000022,1
372,Polygon,5,371,CA,Los Angeles, ,B95,B,7569,"{ ""2"" : ""95 N/A"", ""2b"" : ""N/A Stucco and masonry"", ""2a"" : ""N/A 8-10 rooms and up"", ""0"" : ""Los Angeles County"", ""2i"" : ""N/A 1939 N/A N/A 9000-15000 and up"", ""1b"" : ""Professional and business men, capitalists, executives, etc. Income $5000-10,000 and up"",",2.390727,34.712218,0.188041,59.146297,5.354663,2.733053,72.629335,27.370663,0,85.188145,14.811853,99.999999,0,96.944518,0.025783,0.000036,1
381,Polygon,6,380,CA,Los Angeles, ,C102,C,7530,"{ ""4a"" : ""2"", ""72"" : ""52.7"", ""3"" : ""6 Owner built 4 room bungalow $3000-$3250 $5000-$6000 duplex"", ""2p"" : ""Stable Static"", ""4b"" : ""Few"", ""2o"" : ""Fair Fair"", ""5"" : ""3"", ""2n"" : ""N/A 1939 N/A 25-35 20-35 \"" \"""", ""71"" : ""9"", ""9"" : ""C-102 3/16/39 3rd - Hyde P",65.60739,17.801471,0.011679,2.098968,13.621445,7.353883,81.398432,18.601573,0,99.847815,0.152189,100.000005,0,84.971364,0.062032,0.000148,1
383,Polygon,1,382,CA,Los Angeles, ,C104,C,7711,"{ ""2a"" : ""6 rooms N/A"", ""2"" : ""N/A 95"", ""1e"" : ""None apparent"", ""1d"" : ""0"", ""1c"" : ""-- 0"", ""1b"" : ""Professional men, white collar workers, minor oil field officials. Income $2500-$3600"", ""1a"" : ""N/A Moderately N/A"", ""10"" : """", ""0"" : ""Los Angeles County"",",5.675055,71.329871,0.308554,13.283035,15.006023,14.331852,61.287531,38.180677,0,92.865369,6.602839,99.468208,0,94.698414,0.029203,0.000043,1
389,Polygon,1,388,CA,Los Angeles, ,C11,C,7742,"{ ""1d"" : ""0"", ""8"" : ""Terrain: Level with no construction hazards. Land improved 30%. There are no deed restrictions and zoning is uncertain. Conveniences are all reasonably available. Being suburban in character, majority of the streets are unpaved and s",5.994972,61.569128,0.29011,13.07344,23.278753,12.331856,43.660195,56.339812,0,73.92957,26.070437,100.000007,0,95.810672,0.058454,0.000082,1
390,Polygon,3,389,CA,Los Angeles, ,C110,C,7709,"{ ""2i"" : ""N/A N/A N/A 2750-3250 1939"", ""2h"" : ""2750-3250 N/A 10 N/A"", ""9"" : ""Palms Section 3/13/39 3rd - C-110"", ""72"" : ""52.7"", ""2a"" : ""2 and 3 room shacks 5% 5-room bungalows"", ""2"" : ""65 35"", ""71"" : ""9"", ""2c"" : ""6 or more rooms 10% 20 years"", ""1e"" : ""of",3.736056,71.260669,0,16.108889,25.320939,3.12415,45.228301,54.771699,0,69.00343,30.996571,100,0,91.509301,0.087104,0.000176,1
392,Polygon,2,391,CA,Los Angeles, ,C112,C,7583,"{ ""4a"" : ""1"", ""9"" : ""C-112 Culver City 3/13/39 3rd -"", ""8"" : ""Terrain: Low lying level. Drainage problem causes slight construction hazard. Land improved 80%. Deed restrictions covering part of area provide for minimum of 100 sq. ft. dwellings and protec",0.326112,73.644967,0,17.301535,4.083365,0,44.653401,55.346597,0,97.825706,2.174291,99.999998,0,85.48744,0.032676,0.000063,1
413,Polygon,1,412,CA,Los Angeles, ,C131,C,7849,"{ ""2"" : ""N/A 90"", ""72"" : ""55"", ""2o"" : ""N/A Fair"", ""0"" : ""Los Angeles County"", ""2g"" : ""1500-2500 N/A"", ""2f"" : ""N/A 60%"", ""10"" : """", ""8"" : ""Terrain: Level. No construction hazards. Slight danger of floods. Land improved 50%. Many large homesites. There are",0,28.677856,0.864348,7.620613,91.460148,10.122754,59.189689,40.810303,1.98704,87.036186,12.963805,99.999991,0,99.994394,0.040003,0.000078,1
415,Polygon,2,414,CA,Los Angeles, ,C133,C,7852,"{ ""5a"" : ""1"", ""5b"" : ""Few"", ""6"" : ""Ample (FHA)"", ""2d"" : ""N/A Fair to good"", ""2k"" : ""N/A Static"", ""9"" : ""4/26/39 3rd Whittier C-133"", ""2e"" : ""N/A 98%"", ""8"" : ""Terrain: Level to rolling with slope from northeast to southwest. Heavy adobe soil causes slight",2.226657,40.47871,3.229214,2.620107,73.757537,18.710765,30.78329,69.216712,0,88.914417,11.085585,100.000002,0,94.43641,0.053058,0.000071,1
417,Polygon,1,416,CA,Los Angeles, ,C135,C,7857,"{ ""71"" : ""7-1938"", ""4a"" : ""0"", ""72"" : ""42.62"", ""2i"" : ""N/A 1939 N/A 3500-4500 N/A"", ""4b"" : ""0"", ""2m"" : ""N/A N/A N/A N/A"", ""2c"" : ""5 years N/A"", ""1b"" : ""Local business and professional men, citrus fruit growers, and agricultural workers. Income $1200-3000",1.849471,56.356613,1.882089,5.557511,82.610527,10.048596,51.628513,48.371488,0,87.154676,12.845325,100.000001,0,96.024858,0.038437,0.000047,1
418,Polygon,2,417,CA,Los Angeles, ,C136,C,7860,"{ ""2o"" : ""N/A Good"", ""2p"" : ""N/A Static"", ""3"" : ""Owner built 4 and 5 rooms $3000-$4250 12"", ""0"" : ""Los Angeles County"", ""10"" : """", ""9"" : ""C-136 Downey 3rd 5-1-39"", ""1a"" : ""Slowly N/A N/A"", ""8"" : ""Terrain: Level with favorable grades. No construction haza",0,60.91807,0.281021,4.704227,76.553537,5.439939,46.27622,53.723775,0,89.560316,10.439679,99.999995,0,98.725764,0.073985,0.000102,1
422,Polygon,3,421,CA,Los Angeles, ,C14,C,7720,"{ ""2h"" : ""N/A N/A N/A 2500-4500"", ""1a"" : ""N/A Moderately N/A"", ""10"" : ""Caution: this area is currently affected in whole or in part by Ad valorem Tax District. Individual properties should be checked for this hazard."", ""2p"" : ""N/A Static"", ""2o"" : ""N/A Fa",0.454787,72.344871,0.718638,9.83253,8.160595,10.826222,68.189025,31.81098,0,80.984215,19.015791,100.000006,0,98.22926,0.222416,0.000749,1
425,Polygon,3,424,CA,Los Angeles, ,C142,C,7589,"{ ""1d"" : ""0"", ""2"" : ""N/A 90"", ""2a"" : ""Multi-family structures 5% 5 and 6 rooms"", ""2b"" : ""Frame and stucco 4 room dwellings 5%"", ""2c"" : ""15 years N/A"", ""8"" : ""Terrain: Level, no construction hazards. Land improved 65%. Deed restrictions very generally pro",1.724236,70.605945,0.539595,0.622042,89.471885,22.722296,41.96484,58.035172,5.999147,92.482884,7.517129,100.000012,0,98.013081,0.178943,0.000812,1
433,Polygon,2,432,CA,Los Angeles, ,C15,C,7724,"{ ""2"" : ""15 85"", ""71"" : ""7-1938"", ""2l"" : ""25-40 N/A"", ""5a"" : ""1"", ""2g"" : ""N/A 2750-4500"", ""5"" : ""3"", ""10"" : ""Caution: this area is currently affected in whole or in part by Ad valorem Tax District. Individual properties should be checked for this hazard.",0.454787,72.344871,0.718638,9.83253,8.160595,10.826222,68.189025,31.81098,0,80.984215,19.015791,100.000006,0,98.22926,0.045468,0.000058,1
438,Polygon,3,437,CA,Los Angeles, ,C154,C,7495,"{ ""8"" : ""Terrain: Low lying level. Flood threat. No construction hazards. Land improved 65%. Deed restrictions are moderate but protect against racial hazards in perpetuity. Zoning conforms to restrictions. Conveniences are all reasonably available, incl",10.729368,37.444784,0,28.258288,33.316862,10.954523,73.111898,26.888107,0,91.115845,8.88416,100.000005,0,98.409255,0.043821,0.00011,1
439,Polygon,4,438,CA,Los Angeles, ,C155,C,7494,"{ ""2d"" : ""Good N/A"", ""2a"" : ""5 and 6 rooms Multi-family 10%"", ""2f"" : ""75% N/A"", ""5b"" : ""Few"", ""2n"" : ""1939 35-50 N/A N/A N/A"", ""1b"" : ""Skilled and semi-skilled artisans, white collar workers, Jr. grade Naval officers, etc. Income $1500-$2500"", ""2b"" : ""Ot",10.729368,37.444784,0,28.258288,33.316862,10.954523,73.111898,26.888107,0,91.115845,8.88416,100.000005,0,98.409255,0.067117,0.000221,1
447,Polygon,3,446,CA,Los Angeles, ,C162,C,7485,"{ ""2o"" : ""N/A Good"", ""3"" : ""Readily 6 5 room stucco $4000-4500"", ""2p"" : ""Static N/A"", ""5b"" : ""Few"", ""6"" : ""Ample (FHA)"", ""0"" : ""Los Angeles County"", ""10"" : ""Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Indiv",1.523958,41.067561,0.334271,41.723572,15.840039,5.018795,75.293161,24.706847,0.832534,79.155582,20.844426,100.000007,0,95.409555,0.036432,0.000078,1
448,Polygon,3,447,CA,Los Angeles, ,C163,C,7487,"{ ""2"" : ""90 N/A"", ""2c"" : ""17 years N/A"", ""0"" : ""Los Angeles County"", ""10"" : """", ""2b"" : ""N/A Frame and stucco"", ""1b"" : ""Business and professional men, shop foremen, skilled artisans and white collar workers. Income $1800 to $4000."", ""8"" : ""Terrain: Level",1.523958,41.067561,0.334271,41.723572,15.840039,5.018795,75.293161,24.706847,0.832534,79.155582,20.844426,100.000007,0,95.409555,0.032509,0.000048,1
451,Polygon,1,450,CA,Los Angeles, ,C166,C,7708,"{ ""6"" : ""Limited except FHA"", ""8"" : ""Terrain: There is a slight drainage problem here although insufficient to cause construction hazards. Land improved 50%. Deed restrictions are so drawn as to permit substandard construction; they provide for uniform s",0.625539,60.535052,0,30.822026,17.76843,14.024697,45.693118,54.306891,0.006719,93.873606,6.126402,100.000009,0,99.931645,0.025567,0.000028,1
466,Polygon,6,465,CA,Los Angeles, ,C29,C,7767,"{ ""6"" : ""Limited"", ""2l"" : ""25-40 N/A"", ""5a"" : ""8"", ""2m"" : ""30-45 N/A N/A N/A"", ""2b"" : ""Frame, stucco and masonry Large old outmoded 10% Multi-family including apts., bungalow courts, etc. 15%"", ""1d"" : ""0"", ""2g"" : ""2500-5000 N/A"", ""2h"" : ""N/A 2500-5000 N/",2.904922,70.234703,0.572376,12.2643,20.359287,11.897263,63.627335,36.372657,0,92.85502,7.144972,99.999992,0,93.523718,0.146084,0.000443,1
469,Polygon,4,468,CA,Los Angeles, ,C31,C,7800,"{ ""1e"" : ""Indication of drift to lower income levels"", ""2o"" : ""Good Fair"", ""2n"" : ""1939 35-50 40-75 N/A N/A"", ""2"" : ""40 40"", ""2a"" : ""5, 6 and 7 rooms 20% apts. bung. and multi-familly. 8, 9, and 10 rooms."", ""2b"" : ""Frame and stucco Frame, stucco and maso",3.935869,54.867993,0.180442,29.411685,17.292248,8.303621,58.523021,41.476982,0,81.38451,18.615493,100.000004,0,94.525416,0.065832,0.000169,1
471,Polygon,5,470,CA,Los Angeles, ,C33,C,7612,"{ ""2a"" : ""8-10 room, 2 story 4-6 room bungalows"", ""3"" : ""20 Moderately 5 room bungalows $4000-4500"", ""2h"" : ""N/A N/A N/A 2000-3500"", ""2k"" : ""N/A Static"", ""6"" : ""Limited"", ""0"" : ""Los Angeles County"", ""9"" : ""C-33 3rd Highland 4-11-39"", ""2o"" : ""N/A Fair to",0.84677,65.821905,0.002307,17.374655,19.602117,5.037538,87.978474,12.021521,0.423668,98.13764,1.862355,99.999995,0,93.870165,0.068747,0.000157,1
472,Polygon,3,471,CA,Los Angeles, ,C34,C,7604,"{ ""2e"" : ""N/A 98%"", ""9"" : ""4-11-39 South Pasadena 3rd C-34"", ""2j"" : ""N/A Poor to fair"", ""2d"" : ""Poor to good N/A"", ""2i"" : ""1939 N/A N/A N/A 2500-4500"", ""2h"" : ""N/A N/A 2500-4500 N/A"", ""0"" : ""Los Angeles County"", ""2g"" : ""2250-4000 N/A"", ""2f"" : ""N/A 65%"",",3.537817,61.749889,0.744532,18.510129,16.347248,3.503138,57.639256,42.360743,0,89.318391,10.681608,99.999999,0,93.495465,0.070917,0.000164,1
511,Polygon,2,510,CA,Los Angeles, ,C7,C,7754,"{ ""4a"" : ""0"", ""2e"" : ""N/A 99%"", ""2j"" : ""Poor N/A"", ""10"" : ""Caution: this area is currently affected in whole or in part by Ad valorem Tax District. Individual properties should be checked for this hazard."", ""1d"" : ""0"", ""1c"" : ""0 -"", ""0"" : ""Los Angeles Co",4.422872,80.465094,0.550039,4.673698,9.762547,5.047816,47.670758,52.329239,0.305064,64.687952,35.312045,99.999997,0,86.325899,0.020572,0.000024,1
513,Polygon,5,512,CA,Los Angeles, ,C71,C,8029,"{ ""4a"" : ""None"", ""1d"" : ""0"", ""2b"" : ""Fraternity, sorority & boarding houses 5% Stucco & masonry"", ""0"" : ""LOS ANGELES COUNTY"", ""10"" : ""Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Individual properties should",3.191985,78.982868,0.145112,8.834967,7.381939,12.109427,63.277943,35.684187,0,72.971697,25.990432,98.96213,0,97.103681,0.104072,0.000128,1
523,Polygon,10,522,CA,Los Angeles, ,C80,C,7655,"{ ""2l"" : ""N/A 30-45"", ""8"" : ""Terrain: Level, with no construction hazards. Land improved 90%. Zoning permits limited to multi-family dwellings. Conveniences all readily available. Development began in this area some 16 or 17 years ago and it has been bui",6.228673,78.612764,0.683447,8.586301,7.220852,6.133634,39.634643,60.365361,0,80.393841,19.606164,100.000004,0,98.151033,0.075831,0.000204,1
554,Polygon,1,553,CA,Los Angeles, ,D19,D,7819,"{ ""5a"" : ""-"", ""5"" : ""3"", ""2m"" : ""N/A N/A N/A 5-15"", ""2i"" : ""N/A N/A 1939 500-1500 N/A"", ""6"" : ""-"", ""1d"" : ""0"", ""2"" : ""90 N/A"", ""4b"" : ""-"", ""1b"" : ""WPA workers, farm and other laborers, Income $700-$1200"", ""2f"" : ""15% N/A"", ""1e"" : ""None apparent"", ""4a"" :",9.403438,60.060667,0,7.482305,27.199191,4.276316,78.289474,21.710526,0,66.768293,33.231707,100,0,100,0.020489,0.000014,1
588,Polygon,1,587,CA,Los Angeles, ,D5,D,7734,"{ ""5b"" : ""Few"", ""9"" : ""3/28/39 D-5 Glendale 4th +"", ""2a"" : ""N/A 4 and 5 rooms"", ""2b"" : ""N/A Frame"", ""1a"" : ""Yes N/A N/A"", ""1b"" : ""Factory workers, laborers, artisans and WPA workers. Income $700-$1500"", ""1e"" : ""Infiltration of subversive races a threat.""",1.629065,44.494982,1.882972,9.477357,56.323639,20.456057,19.345911,80.654089,0,87.673034,12.326966,100,0,96.023853,0.021585,0.000025,1
595,Polygon,1,594,CA,Los Angeles, ,D56,D,8033,"{ ""2f"" : ""? 20%"", ""71"" : ""8-9"", ""2l"" : ""5 and up 10.00-20.00"", ""2n"" : "" 5 and up  12.50-25.00 1939"", ""2d"" : ""Terrible Poor to fair"", ""2c"" : ""15 years or more 15 years"", ""2a"" : ""4 and 5 rooms - Shacks and hovels"", ""2m"" : ""5 and up 12.50-25.00  "", ""2g"" : """,0.25756,33.264669,2.084825,3.73048,93.739272,9.125803,80.963869,19.036135,0.949039,82.046228,17.953777,100.000004,0,96.31671,0.025269,0.000037,1
608,Polygon,3,607,CA,Los Angeles, ,D68,D,7486,"{ ""1e"" : ""None apparent"", ""5b"" : ""Few"", ""6"" : ""Limited"", ""71"" : ""7-8"", ""72"" : ""55.78"", ""8"" : ""Terrain: Level with no construction hazards. Land improved 70%. Conveniences: Schools, churches and trading centers conveniently available. This area was develo",1.523958,41.067561,0.334271,41.723572,15.840039,5.018795,75.293161,24.706847,0.832534,79.155582,20.844426,100.000007,0,95.409555,0.035045,0.000055,1
610,Polygon,2,609,CA,Los Angeles, ,D7,D,7811,"{ ""4b"" : ""Few"", ""2c"" : ""18 years N/A"", ""4a"" : ""0"", ""10"" : """", ""5"" : ""3"", ""5a"" : ""1"", ""5b"" : ""Few"", ""6"" : ""Limited"", ""71"" : ""7-1938"", ""72"" : ""50.27 County $11.90 - City $38.37"", ""8"" : ""Terrain: Level with favorable grades. No construction hazards or flood",4.762945,63.170378,0.523658,10.524716,32.559284,12.239716,43.379526,56.620474,0.266687,90.341088,9.658912,100,0,98.627778,0.02041,0.000026,1
617,Polygon,4,616,CA,Oakland, ,A10,A,6710,"{ ""5c"" : "" No concentration"", ""14"" : ""(7) There has not been a great recovery of prices in this area because of little business activity and natural depreciation on homes several years old, which predominate. (11-a.&b) Detached; averaging $9,900.00 inclu",11.10126,37.839434,0,40.824247,14.253069,6.441098,46.613973,53.386024,0,96.37057,3.629427,99.999997,0,93.669211,0.028526,0.000018,1
622,Polygon,3,621,CA,Oakland, ,A5,A,6684,"{ ""6b"" : ""Frame and stucco"", ""8a"" : ""45%"", ""4"" : ""Poor transportation (served by bus only). Not convenient to schools or shopping district."", ""9c"" : ""Good"", ""2"" : ""Characterized by steep slopes and bluffs, which lend themselves to view home locations and",1.885789,70.275896,0.201993,13.249581,10.726618,4.656759,88.889522,11.110472,0.700436,64.222284,35.77771,99.999994,0,84.773692,0.041119,0.000051,1
624,Polygon,7,623,CA,Oakland, ,A7,A,6692,"{ ""10c"" : ""Very little"", ""1"" : ""A-7 High Green Piedmont"", ""5e"" : ""undesirables - NO"", ""6d"" : ""Very good"", ""10b"" : ""7-rm modern - 80."", ""10a"" : ""Fair"", ""5c"" : ""no concentration "", ""11a"" : ""Mansions avr'g $15,000. incl. lot, etc."", ""8c"" : ""95%"", ""8a"" : ""45",4.23403,73.714917,0.016071,12.208317,5.886634,1.256031,88.321695,11.678307,0.001904,86.191232,13.808771,100.000003,0,93.120081,0.067615,0.000158,1
